run,job_id,account,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,seed,epochs_done,epochs_requested,best_test,final_test,final_train,collapsed,node,wallclock_min,provenance,dup_group,superseded,ep_to_85,ep_to_88,ep_to_90,plateau,ep_in_band_90,plateau5,auc,window_ok,complete
g3m-node-s6,4776274,Account1,ResNet34,CIFAR10,100,nodewise,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,6,100,100,92.5,91.87,97.6,0,[HOST_fd0c0ddbe6],71,env,,0,26,37,50,91.313,30,91.798,84.537,1,1
g3m-node-s7,4776278,Account1,ResNet34,CIFAR10,100,nodewise,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,7,100,100,91.99,91.99,97.84,0,[HOST_220cfa1024],70,env,,0,29,37,51,91.246,34,91.268,84.447,1,1
g3m-node-s8,4776282,Account1,ResNet34,CIFAR10,100,nodewise,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,8,100,100,92.33,89.52,97.63,0,[HOST_15f3f0166d],53,env,,0,27,37,50,91.266,33,91.146,84.6,1,1
g3m-n1d-s0,4776252,Account1,ResNet34,CIFAR10,100,nodewise1d,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,92.35,91.86,98.37,0,[HOST_fd0c0ddbe6],93,env,,0,26,38,48,91.808,21,92.128,84.811,1,1
g3m-n1d-s1,4776256,Account1,ResNet34,CIFAR10,100,nodewise1d,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,92.7,91.68,98.41,0,[HOST_f0845cc956],79,env,,0,28,36,46,91.954,20,92.356,84.457,1,1
g3m-n1d-s2,4776260,Account1,ResNet34,CIFAR10,100,nodewise1d,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,92.55,92.14,98.55,0,[HOST_15f3f0166d],67,env,,0,27,41,46,91.809,23,91.95,84.869,1,1
g3m-n1d-s3,4776264,Account1,ResNet34,CIFAR10,100,nodewise1d,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,3,100,100,92.71,92.51,98.68,0,[HOST_15f3f0166d],68,env,,0,29,34,49,91.972,26,92.184,84.816,1,1
g3m-n1d-s4,4776268,Account1,ResNet34,CIFAR10,100,nodewise1d,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,4,100,100,92.37,92.15,98.47,0,[HOST_89e2c8be67],67,env,,0,28,38,50,91.703,26,91.832,84.661,1,1
g3m-n1d-s5,4776272,Account1,ResNet34,CIFAR10,100,nodewise1d,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,5,100,100,92.6,92.03,98.5,0,[HOST_ae9488be04],88,env,,0,26,39,51,92.089,17,92.2,84.846,1,1
g3m-n1d-s6,4776276,Account1,ResNet34,CIFAR10,100,nodewise1d,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,6,100,100,92.57,92.47,98.52,0,[HOST_6dc36997e3],83,env,,0,27,37,54,91.763,25,92.04,84.531,1,1
g3m-n1d-s7,4776280,Account1,ResNet34,CIFAR10,100,nodewise1d,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,7,100,100,92.58,92.04,98.27,0,[HOST_fd0c0ddbe6],85,env,,0,27,40,51,91.94,24,92.042,84.75,1,1
g3m-n1d-s8,4776284,Account1,ResNet34,CIFAR10,100,nodewise1d,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,8,100,100,92.49,91.97,98.51,0,[HOST_fd0c0ddbe6],82,env,,0,26,37,54,91.927,20,92.114,84.721,1,1
sc-ResNet34-scal-s0,4683098,Account1,ResNet34,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,89.81,89.44,98.66,0,[HOST_b0a55dfb8c],64,env,,0,30,42,,89.464,31,89.632,76.89,1,1
p4-r34-scal,4683369,Account1,ResNet34,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,86.34,86.34,89.66,0,[HOST_e8d809bd94],13,env,,0,17,,,73.237,0,85.702,73.237,0,1
sa3-ResNet34-scal-s0,4683448,Account2,ResNet34,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,90.14,89.89,98.65,0,[HOST_e8d809bd94],65,env,,0,17,33,91,89.922,52,89.958,85.808,1,1
p5-r34-scal,4683381,Account2,ResNet34,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,20,20,75.17,75.17,74.19,0,[HOST_bcfd0fc19c],13,env,,0,,,,32.7,0,65.418,32.7,0,1
sc-ResNet34-scal-s1,4683102,Account1,ResNet34,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,89.52,89.31,98.71,0,[HOST_2f2f29d9e1],64,env,,0,29,44,,89.242,30,89.278,76.917,1,1
sa3-ResNet34-scal-s1,4683457,Account2,ResNet34,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,89.69,89.66,98.74,0,[HOST_03eb56b6d1],64,env,,0,17,34,,89.531,47,89.62,85.717,1,1
sc-ResNet34-scal-s2,4683106,Account1,ResNet34,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,2,100,100,89.57,89.38,98.73,0,[HOST_b0a55dfb8c],65,env,,0,31,49,,89.246,29,89.342,76.534,1,1
sa3-ResNet34-scal-s2,4683466,Account2,ResNet34,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,89.86,89.86,98.78,0,[HOST_e8d809bd94],65,env,,0,15,28,,89.605,44,89.716,85.72,1,1
sc-ResNet34-scal-s3,4683493,Account1,ResNet34,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,3,100,100,89.52,89.5,98.65,0,[HOST_e8d809bd94],65,env,,0,29,46,,89.321,29,89.43,76.66,1,1
sc-ResNet34-scal-s4,4683496,Account1,ResNet34,CIFAR10,100,scalar,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,4,100,100,89.62,89.47,98.62,0,[HOST_8d6ba568b8],120,env,,0,29,48,,89.297,28,89.474,76.561,1,1
fz3-r34-w-s0,4701794,Account1,ResNet34,CIFAR10,100,weightwise,SGDm,fixed,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,80.86,80.83,83.01,0,[HOST_2f2f29d9e1],13,env,,0,,,,64.061,0,79.25,64.061,0,1
ff5-r34-w-s0,4702128,Account1,ResNet34,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,85.28,85.28,88.2,0,[HOST_f0845cc956],14,env,,0,20,,,70.28,0,84.382,70.28,0,1
uc5-r34-w-s0,4702373,Account1,ResNet34,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-30:0.0,,na,na,0,20,20,85.18,85.18,88.59,0,[HOST_e223b82d71],14,env,,0,20,,,70.376,0,84.394,70.376,0,1
p4-r34-w,4683372,Account1,ResNet34,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,shrink,1.0,na,0,20,20,80.79,80.79,82.42,0,[HOST_f0845cc956],14,env,,0,,,,63.919,0,79.47,63.919,0,1
p6f-r34-w,4683588,Account1,ResNet34,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,85.38,85.38,88.56,0,[HOST_bcfd0fc19c],13,env,,0,20,,,70.206,0,84.356,70.206,0,1
p5-r34-w,4683384,Account2,ResNet34,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,1.0,na,0,20,20,14.2,14.2,13.77,0,[HOST_8d6ba568b8],26,env,,0,,,,10.912,0,13.078,10.912,0,1
p7-r34-w-s1,4685335,Account1,ResNet34,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,20,20,85.34,85.34,88.46,0,[HOST_b0a55dfb8c],13,env,,0,18,,,69.977,0,84.364,69.977,0,1
ff5-r34-w-s1,4702137,Account1,ResNet34,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,20,20,84.93,84.93,88.73,0,[HOST_2f2f29d9e1],14,env,,0,,,,70.281,0,84.266,70.281,0,1
uc5-r34-w-s1,4702382,Account1,ResNet34,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-30:0.0,,na,na,1,20,20,85.03,85.03,88.26,0,[HOST_e8d809bd94],14,env,,0,20,,,69.898,0,83.828,69.898,0,1
fz3-r34-w-s1,4701804,Account1,ResNet34,CIFAR10,100,weightwise,SGDm,fixed,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,20,20,81.58,81.58,82.45,0,[HOST_f0845cc956],13,env,,0,,,,63.607,0,78.954,63.607,0,1
p7-r34-w-s2,4685338,Account1,ResNet34,CIFAR10,100,weightwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,20,20,85.14,85.14,88.12,0,[HOST_2f2f29d9e1],13,env,,0,20,,,70.488,0,84.08,70.488,0,1
cs-r34-add-s0,4683717,Account1,ResNet34_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,0,100,100,57.38,56.75,71.0,0,[HOST_bcfd0fc19c],61,env,,0,,,,56.676,0,57.032,49.403,1,1
cs-r34-layer-s0,4683773,Account1,ResNet34_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,69.24,69.02,99.76,0,[HOST_bcfd0fc19c],60,env,,0,,,,68.675,0,68.834,61.585,1,1
cs-r34-layer-s1,4683775,Account1,ResNet34_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,68.54,68.54,99.64,0,[HOST_bcfd0fc19c],61,env,,0,,,,68.028,0,68.336,61.119,1,1
cs-r34-add-s1,4683720,Account1,ResNet34_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,1,100,100,59.46,59.46,73.06,0,[HOST_b0a55dfb8c],61,env,,0,,,,58.667,0,58.914,50.648,1,1
cs-r34-layer-s2,4683777,Account1,ResNet34_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,67.37,67.08,99.64,0,[HOST_e8d809bd94],61,env,,0,,,,66.803,0,67.178,60.437,1,1
cs-r34-add-s2,4683723,Account1,ResNet34_c100,CIFAR100,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,2,100,100,57.62,56.9,70.5,0,[HOST_7b4dd78541],60,env,,0,,,,57.154,0,57.144,50.088,1,1
cs-r34-scal-s0,4683772,Account1,ResNet34_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,30.34,30.12,30.69,0,[HOST_2f2f29d9e1],64,env,,0,,,,30.185,0,30.13,29.018,1,1
cs-r34-scal-s1,4683774,Account1,ResNet34_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,31.13,30.93,31.22,0,[HOST_7b4dd78541],65,env,,0,,,,30.857,0,30.872,29.703,1,1
cs-r34-scal-s2,4683776,Account1,ResNet34_c100,CIFAR100,100,scalar,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,31.8,31.56,32.1,0,[HOST_03eb56b6d1],65,env,,0,,,,31.562,0,31.572,30.309,1,1
f5cos-r50-3e-4-s0,4686801,Account1,ResNet50,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,0,100,100,94.45,94.3,99.99,0,[HOST_f0845cc956],126,env,,0,13,19,28,94.263,9,94.384,89.155,1,1
f5cos-r50-1e-3-s0,4686802,Account1,ResNet50,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,0,100,100,95.24,95.15,99.98,0,[HOST_8d6ba568b8],118,env,,0,12,18,27,94.97,12,95.164,89.577,1,1
f5cos-r50-3e-4-s1,4686805,Account1,ResNet50,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,1,100,100,94.74,94.65,99.99,0,[HOST_e8d809bd94],127,env,,0,16,18,25,94.553,12,94.62,89.328,1,1
f5cos-r50-1e-3-s1,4686806,Account1,ResNet50,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,1,100,100,94.88,94.84,99.99,0,[HOST_03eb56b6d1],127,env,,0,15,25,28,94.679,12,94.828,89.283,1,1
f5cos-r50-1e-3-s2,4686810,Account1,ResNet50,CIFAR10,100,?,AdamW,?,,1e-3,1,1,none,,na,na,2,100,100,95.21,95.14,99.99,0,[HOST_2f2f29d9e1],126,env,,0,17,21,26,94.917,17,95.15,89.357,1,1
f5cos-r50-3e-4-s2,4686809,Account1,ResNet50,CIFAR10,100,?,AdamW,?,,3e-4,1,1,none,,na,na,2,100,100,94.53,94.53,99.99,0,[HOST_f0845cc956],126,env,,0,17,20,26,94.33,9,94.424,89.247,1,1
r50-ch-s0,4837220,Account1,ResNet50,CIFAR10,100,chunk295,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,91.74,90.27,95.72,0,[HOST_6dc36997e3],134,env,,0,31,45,65,90.252,32,90.332,81.228,1,1
r50-ch-s1,4837224,Account1,ResNet50,CIFAR10,100,chunk295,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,91.12,91.12,95.51,0,[HOST_2f2f29d9e1],166,env,,0,33,44,71,90.02,27,90.508,80.883,1,1
r50-ch-s2,4837228,Account1,ResNet50,CIFAR10,100,chunk295,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,91.72,89.74,95.58,0,[HOST_bcfd0fc19c],166,env,,0,32,43,62,90.539,28,90.698,81.401,1,1
r50-c88-s0,4837222,Account1,ResNet50,CIFAR10,100,chunk884,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,91.6,89.49,96.4,0,[HOST_ae9488be04],129,env,,0,32,43,55,90.319,39,90.372,81.505,1,1
r50-c88-s1,4837226,Account1,ResNet50,CIFAR10,100,chunk884,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,91.75,90.99,96.35,0,[HOST_2f2f29d9e1],165,env,,0,32,42,62,90.745,34,91.15,81.472,1,1
r50-c88-s2,4837230,Account1,ResNet50,CIFAR10,100,chunk884,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,91.76,89.66,96.44,0,[HOST_bcfd0fc19c],165,env,,0,30,38,69,90.639,35,90.978,81.608,1,1
a2g3-1e6-r0p2-s0,4885966,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.2,0,100,100,89.64,89.27,99.56,0,[HOST_f0845cc956],138,env,,0,40,56,,89.151,18,89.296,69.574,1,1
a2g3-1e6-r1-s0,4885969,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,1,0,100,100,88.14,87.88,99.57,0,[HOST_725a8a8fc9],59,env,,0,39,83,,87.668,0,87.794,72.682,1,1
a2g3-1e6-r0-s0,4885954,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,0,100,100,93.19,93.19,99.03,0,[HOST_2f2f29d9e1],137,env,,0,39,45,54,93.051,9,93.068,70.555,1,1
a2g3-1e6-r0p06-s0,4885960,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,0,100,100,91.62,91.14,99.6,0,[HOST_e223b82d71],136,env,,0,40,45,55,91.323,24,91.342,69.75,1,1
a2g3-1e3-r1-s0,4885987,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,1,0,100,100,90.43,90.07,99.81,0,[HOST_e8d809bd94],137,env,,0,17,27,70,89.992,58,90.164,85.295,1,1
sc50-1e6-layer-s0,4683470,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,88.08,87.71,99.6,0,[HOST_2f2f29d9e1],136,env,,0,39,97,,87.71,0,87.894,72.743,1,1
a2g3-1e3-r0p03-s0,4885975,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.03,0,100,100,93.35,93.16,99.66,0,[HOST_bcfd0fc19c],137,env,,0,17,22,27,93.15,10,93.152,87.102,1,1
sc50-1e3-layer-s0,4683473,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,90.3,90.3,99.84,0,[HOST_b0a55dfb8c],136,env,,0,17,31,72,89.973,58,90.086,85.125,1,1
sm_ResNet50,4680736,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,2,2,9.46,9.43,9.57,0,[HOST_bcfd0fc19c],2,env,,0,,,,,0,,9.445,0,1
a2g3-1e6-r0p1-s0,4885963,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,0,100,100,90.97,90.03,99.63,0,[HOST_e223b82d71],137,env,,0,40,47,60,90.688,48,90.694,69.97,1,1
a2g3-1e6-r0p03-s0,4885957,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.03,0,100,100,92.57,92.18,99.58,0,[HOST_bcfd0fc19c],137,env,,0,38,45,50,92.204,12,92.3,70.293,1,1
sc50-1e3-add-s0,4683474,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,0,100,100,92.59,92.46,99.89,0,[HOST_b0a55dfb8c],137,env,,0,17,21,26,92.477,16,92.496,86.843,1,1
a2g3-1e3-r0p1-s0,4885981,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.1,0,100,100,91.99,91.59,99.84,0,[HOST_7b4dd78541],136,env,,0,17,20,29,91.778,22,91.722,86.336,1,1
a2g3-1e3-r0p06-s0,4885978,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,0,100,100,93.03,92.9,99.86,0,[HOST_e223b82d71],136,env,,0,17,20,25,92.891,10,92.934,87.12,1,1
a2g3-1e3-r0-s0,4885972,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0,0,100,100,93.34,93.1,98.7,0,[HOST_03eb56b6d1],137,env,,0,18,23,27,93.185,6,93.198,87.276,1,1
a2g3-1e3-r0p2-s0,4885984,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.2,0,100,100,91.31,90.78,99.76,0,[HOST_e223b82d71],137,env,,0,16,20,33,91.013,55,90.942,86.032,1,1
sc50-1e6-add-s0,4683471,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,0,100,100,91.3,90.85,99.62,0,[HOST_bcfd0fc19c],136,env,,0,39,45,59,90.947,43,91.156,69.821,1,1
a2g3-1e3-r0p1-s1,4885982,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.1,1,100,100,92.41,92.26,99.86,0,[HOST_e223b82d71],136,env,,0,15,20,26,92.208,16,92.312,86.667,1,1
sc50-1e3-layer-s1,4683479,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,90.8,90.69,99.9,0,[HOST_7b4dd78541],136,env,,0,17,24,56,90.427,64,90.664,85.441,1,1
a2g3-1e3-r0p2-s1,4885985,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.2,1,100,100,91.16,90.98,99.75,0,[HOST_b0a55dfb8c],136,env,,0,15,19,29,90.891,72,91.04,85.84,1,1
a2g3-1e6-r1-s1,4885970,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,1,1,100,100,88.54,88.39,99.51,0,[HOST_89e2c8be67],61,env,,0,40,79,,88.11,0,88.28,73.155,1,1
a2g3-1e3-r0-s1,4885973,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0,1,100,100,93.25,92.99,98.74,0,[HOST_2f2f29d9e1],137,env,,0,17,22,29,93.053,7,93.058,87.097,1,1
a2g3-1e3-r1-s1,4885988,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,1,1,100,100,89.84,89.48,99.76,0,[HOST_bcfd0fc19c],137,env,,0,18,31,,89.413,51,89.388,84.731,1,1
sc50-1e6-add-s1,4683477,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,1,100,100,92.3,91.69,99.67,0,[HOST_f0845cc956],136,env,,0,39,42,50,91.929,13,91.866,71.015,1,1
a2g3-1e3-r0p06-s1,4885979,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,1,100,100,92.96,92.85,99.88,0,[HOST_b0a55dfb8c],137,env,,0,16,21,26,92.785,8,92.834,87.093,1,1
a2g3-1e6-r0p06-s1,4885961,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,1,100,100,91.69,91.51,99.71,0,[HOST_b0a55dfb8c],136,env,,0,39,43,50,91.459,19,91.556,70.748,1,1
a2g3-1e6-r0-s1,4885955,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,1,100,100,93.53,93.49,98.92,0,[HOST_03eb56b6d1],137,env,,0,39,44,52,93.383,10,93.406,71.0,1,1
a2g3-1e6-r0p2-s1,4885967,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.2,1,100,100,89.96,89.68,99.65,0,[HOST_b0a55dfb8c],136,env,,0,40,50,,89.535,33,89.66,70.479,1,1
a2g3-1e6-r0p03-s1,4885958,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.03,1,100,100,92.89,92.89,99.75,0,[HOST_2f2f29d9e1],138,env,,0,37,43,50,92.628,8,92.768,71.199,1,1
sc50-1e6-layer-s1,4683476,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,88.69,88.69,99.42,0,[HOST_e8d809bd94],137,env,,0,40,81,,88.059,0,88.414,73.127,1,1
a2g3-1e6-r0p1-s1,4885964,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,1,100,100,91.45,91.23,99.79,0,[HOST_e8d809bd94],137,env,,0,40,46,56,91.114,33,91.192,70.678,1,1
sc50-1e3-add-s1,4683480,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,1,100,100,92.93,92.84,99.87,0,[HOST_e8d809bd94],137,env,,0,16,22,26,92.791,13,92.86,87.03,1,1
a2g3-1e3-r0p03-s1,4885976,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.03,1,100,100,93.34,93.14,99.63,0,[HOST_2f2f29d9e1],138,env,,0,16,22,26,93.225,9,93.252,87.18,1,1
a2g3-1e3-r1-s2,4885989,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,1,2,100,100,90.36,90.05,99.79,0,[HOST_89e2c8be67],59,env,,0,16,27,60,89.977,59,90.184,85.251,1,1
a2g3-1e3-r0p06-s2,4885980,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.06,2,100,100,92.78,92.76,99.85,0,[HOST_15f3f0166d],58,env,,0,16,21,27,92.723,10,92.736,86.792,1,1
a2g3-1e6-r1-s2,4885971,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,1,2,100,100,88.62,88.62,99.55,0,[HOST_f0845cc956],136,env,,0,36,71,,88.303,0,88.31,73.139,1,1
a2g3-1e6-r0p2-s2,4885968,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.2,2,100,100,90.08,89.69,99.59,0,[HOST_e8d809bd94],137,env,,0,39,49,85,89.636,42,89.702,69.82,1,1
a2g3-1e3-r0-s2,4885974,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0,2,100,100,93.3,93.21,98.45,0,[HOST_e223b82d71],137,env,,0,16,23,30,93.151,4,93.178,87.316,1,1
a2g3-1e3-r0p2-s2,4885986,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.2,2,100,100,91.33,91.25,99.74,0,[HOST_e8d809bd94],137,env,,0,15,21,33,90.925,69,91.088,85.884,1,1
a2g3-1e3-r0p1-s2,4885983,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.1,2,100,100,92.32,92.01,99.87,0,[HOST_2f2f29d9e1],136,env,,0,16,20,26,92.089,19,92.052,86.596,1,1
a2g3-1e3-r0p03-s2,4885977,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,na,0.03,2,100,100,93.35,93.28,99.71,0,[HOST_b9efa05339],90,env,,0,16,20,26,93.246,8,93.276,87.263,1,1
a2g3-1e6-r0p1-s2,4885965,Account1,ResNet50,CIFAR10,100,layerwise,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,2,100,100,91.21,91.21,99.71,0,[HOST_bcfd0fc19c],137,env,,0,40,46,58,90.951,43,91.002,69.629,1,1
